# Onda Corporation
# Hydrophone Preamplifier Calibration Data
#
FILE_NAME,AG-A2010-20-060-1132_1-20c_151117.txt
#
AMP_CAL_DATE,17-Nov-2015
AMP_MFG,ONDA
AMP_MODEL,AG-A2010
AMP_SN,1132
AMP_GAIN_NOM_DB,20
AMP_BW_NOM_MHZ,060
AMP_OUTPUT_IMP_NOM_OHMS,50
AMP_INPUT_CAP_NOM_PF,6.2
AMP_INPUT_CAP_DATA_TYPE,CALIBRATED
AMP_GAIN_UNCERT_DB,0.03
AMP_CAP_UNCERT_PCT,2.5
#
# Calibration Data
# Freq(MHz) Gain(dB) Phase(deg) Cap(pF)
#
DATA_FIELDS,4
DATA_FIELD,FREQ_MHZ
DATA_FIELD,GAIN_DB
DATA_FIELD,PHASE_DEG
DATA_FIELD,CAP_PF
#
# End of file header
HEADER_END,0
016.800,18.51,-55.93,6.28
016.850,18.51,-56.07,6.28
016.900,18.50,-56.21,6.28
016.950,18.49,-56.35,6.28
017.000,18.49,-56.49,6.28
017.050,18.48,-56.63,6.28
017.100,18.47,-56.77,6.28
017.150,18.47,-56.91,6.28
017.200,18.46,-57.04,6.28
017.250,18.45,-57.18,6.28
017.300,18.45,-57.32,6.28
017.350,18.44,-57.46,6.28
017.400,18.44,-57.60,6.28
017.450,18.43,-57.74,6.28
017.500,18.42,-57.88,6.29
017.550,18.42,-58.01,6.29
017.600,18.41,-58.15,6.29
017.650,18.40,-58.29,6.29
017.700,18.40,-58.43,6.29
017.750,18.39,-58.57,6.29
017.800,18.38,-58.71,6.29
017.850,18.38,-58.84,6.29
017.900,18.37,-58.98,6.29
017.950,18.36,-59.12,6.29
018.000,18.36,-59.26,6.29
018.050,18.35,-59.39,6.29
018.100,18.35,-59.53,6.29
018.150,18.34,-59.66,6.29
018.200,18.34,-59.79,6.29
018.250,18.33,-59.93,6.29
018.300,18.33,-60.06,6.29
018.350,18.32,-60.19,6.29
018.400,18.32,-60.32,6.29
018.450,18.31,-60.46,6.29
018.500,18.31,-60.59,6.29
018.550,18.30,-60.72,6.29
018.600,18.30,-60.86,6.29
018.650,18.29,-60.99,6.29
018.700,18.29,-61.12,6.30
018.750,18.28,-61.26,6.30
018.800,18.28,-61.39,6.30
018.850,18.27,-61.52,6.30
018.900,18.27,-61.65,6.30
018.950,18.26,-61.79,6.30
019.000,18.26,-61.92,6.30
019.050,18.25,-62.06,6.30
019.100,18.24,-62.19,6.30
019.150,18.24,-62.33,6.30
019.200,18.23,-62.46,6.30
019.250,18.22,-62.60,6.30
019.300,18.21,-62.74,6.30
019.350,18.20,-62.87,6.30
019.400,18.20,-63.01,6.30
019.450,18.19,-63.14,6.30
019.500,18.18,-63.28,6.30
019.550,18.17,-63.42,6.30
019.600,18.16,-63.55,6.30
019.650,18.16,-63.69,6.30
019.700,18.15,-63.82,6.30
019.750,18.14,-63.96,6.30
019.800,18.13,-64.10,6.30
019.850,18.12,-64.23,6.30
019.900,18.12,-64.37,6.30
019.950,18.11,-64.50,6.31
020.000,18.10,-64.64,6.31
